,fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name
83,2018-12-09,AA,AA_CODESHARE,AA,6089,CP,N213NN,6089,14679,SAN,"San Diego, CA",12892,LAX,"Los Angeles, CA",1059,1052.0,-7.0,15.0,1107.0,1131.0,9.0,1155,1140.0,-15.0,0.0,,0.0,N,56.0,48.0,24.0,1.0,109.0,,,,,,,,,
84,2018-12-09,AA,AA_CODESHARE,AA,6091,CP,N208AN,6091,11638,FAT,"Fresno, CA",12892,LAX,"Los Angeles, CA",1910,1901.0,-9.0,10.0,1911.0,1953.0,24.0,2027,2017.0,-10.0,0.0,,0.0,N,77.0,76.0,42.0,1.0,209.0,,,,,,,,,
85,2018-12-09,AA,AA_CODESHARE,AA,6091,CP,N208AN,6091,12892,LAX,"Los Angeles, CA",11638,FAT,"Fresno, CA",1715,1707.0,-8.0,19.0,1726.0,1802.0,4.0,1818,1806.0,-12.0,0.0,,0.0,N,63.0,59.0,36.0,1.0,209.0,,,,,,,,,
86,2018-12-09,AA,AA_CODESHARE,AA,6092,CP,N207AN,6092,12892,LAX,"Los Angeles, CA",11292,DEN,"Denver, CO",1858,1905.0,7.0,15.0,1920.0,2210.0,6.0,2213,2216.0,3.0,0.0,,0.0,N,135.0,131.0,110.0,1.0,862.0,,,,,,,,,
87,2018-12-09,AA,AA_CODESHARE,AA,6095,CP,N208AN,6095,12892,LAX,"Los Angeles, CA",14831,SJC,"San Jose, CA",2135,2129.0,-6.0,18.0,2147.0,2237.0,3.0,2251,2240.0,-11.0,0.0,,0.0,N,76.0,71.0,50.0,1.0,308.0,,,,,,,,,
88,2018-12-09,AA,AA_CODESHARE,AA,6099,CP,N213NN,6099,12266,IAH,"Houston, TX",12892,LAX,"Los Angeles, CA",1940,1932.0,-8.0,15.0,1947.0,2113.0,10.0,2135,2123.0,-12.0,0.0,,0.0,N,235.0,231.0,206.0,1.0,1379.0,,,,,,,,,
89,2018-12-09,AA,AA,AA,205,AA,N125AA,205,12892,LAX,"Los Angeles, CA",13830,OGG,"Kahului, HI",1425,1427.0,2.0,15.0,1442.0,1809.0,4.0,1817,1813.0,-4.0,0.0,,0.0,N,352.0,346.0,327.0,1.0,2486.0,,,,,,,,,
90,2018-12-09,AA,AA_CODESHARE,AA,6099,CP,N213NN,6099,12892,LAX,"Los Angeles, CA",12266,IAH,"Houston, TX",1255,1244.0,-11.0,15.0,1259.0,1743.0,32.0,1806,1815.0,9.0,0.0,,0.0,N,191.0,211.0,164.0,1.0,1379.0,,,,,,,,,
91,2018-12-09,AA,AA_CODESHARE,AA,5710,YV,N927LR,5710,12451,JAX,"Jacksonville, FL",11298,DFW,"Dallas/Fort Worth, TX",1111,1116.0,5.0,20.0,1136.0,1258.0,12.0,1300,1310.0,10.0,0.0,,0.0,N,169.0,174.0,142.0,1.0,918.0,,,,,,,,,
92,2018-12-09,AA,AA_CODESHARE,AA,5711,YV,N932LR,5711,11298,DFW,"Dallas/Fort Worth, TX",11413,DRO,"Durango, CO",1510,1527.0,17.0,10.0,1537.0,1623.0,4.0,1612,1627.0,15.0,0.0,,0.0,N,122.0,120.0,106.0,1.0,674.0,15.0,0.0,0.0,0.0,0.0,,,,
93,2018-12-09,AA,AA_CODESHARE,AA,5711,YV,N932LR,5711,11413,DRO,"Durango, CO",11298,DFW,"Dallas/Fort Worth, TX",1646,1701.0,15.0,4.0,1705.0,1928.0,18.0,1940,1946.0,6.0,0.0,,0.0,N,114.0,105.0,83.0,1.0,674.0,,,,,,,,,
94,2018-12-09,AA,AA_CODESHARE,AA,5712,YV,N952LR,5712,11612,EVV,"Evansville, IN",11298,DFW,"Dallas/Fort Worth, TX",648,644.0,-4.0,15.0,659.0,843.0,24.0,916,907.0,-9.0,0.0,,0.0,N,148.0,143.0,104.0,1.0,642.0,,,,,,,,,
95,2018-12-09,AA,AA_CODESHARE,AA,5713,YV,N903FJ,5713,14107,PHX,"Phoenix, AZ",11540,ELP,"El Paso, TX",1942,1936.0,-6.0,13.0,1949.0,2039.0,3.0,2053,2042.0,-11.0,0.0,,0.0,N,71.0,66.0,50.0,1.0,347.0,,,,,,,,,
96,2018-12-09,AA,AA_CODESHARE,AA,5715,YV,N407SW,5715,10561,BFL,"Bakersfield, CA",14107,PHX,"Phoenix, AZ",1215,1210.0,-5.0,14.0,1224.0,1436.0,5.0,1449,1441.0,-8.0,0.0,,0.0,N,94.0,91.0,72.0,1.0,425.0,,,,,,,,,
97,2018-12-09,AA,AA_CODESHARE,AA,5715,YV,N407SW,5715,14107,PHX,"Phoenix, AZ",10561,BFL,"Bakersfield, CA",1056,1056.0,0.0,31.0,1127.0,1130.0,3.0,1129,1133.0,4.0,0.0,,0.0,N,93.0,97.0,63.0,1.0,425.0,,,,,,,,,
98,2018-12-09,AA,AA_CODESHARE,AA,5716,YV,N919FJ,5716,11298,DFW,"Dallas/Fort Worth, TX",11111,COU,"Columbia, MO",2055,2048.0,-7.0,18.0,2106.0,2210.0,3.0,2228,2213.0,-15.0,0.0,,0.0,N,93.0,85.0,64.0,1.0,489.0,,,,,,,,,
99,2018-12-09,AA,AA_CODESHARE,AA,5717,YV,N249LR,5717,11540,ELP,"El Paso, TX",14107,PHX,"Phoenix, AZ",838,830.0,-8.0,13.0,843.0,945.0,29.0,1017,1014.0,-3.0,0.0,,0.0,N,99.0,104.0,62.0,1.0,347.0,,,,,,,,,
