fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name
2018-01-05,UA,UA_CODESHARE,UA,4170,EV,N14902,4170,11618,EWR,"Newark, NJ",11986,GRR,"Grand Rapids, MI",2010,2007,-3,25,2032,2209,4,2230,2213,-17,0,,0,N,140,126,97,1,605,,,,,,,,,
2018-01-05,UA,UA_CODESHARE,UA,4171,EV,N11551,4171,10980,CHA,"Chattanooga, TN",11618,EWR,"Newark, NJ",600,553,-7,15,608,749,12,818,801,-17,0,,0,N,138,128,101,1,718,,,,,,,,,
2018-01-05,UA,UA_CODESHARE,UA,4172,EV,N28529,4172,12266,IAH,"Houston, TX",11982,GRK,"Killeen, TX",1435,1423,-12,18,1441,1515,3,1538,1518,-20,0,,0,N,63,55,34,1,166,,,,,,,,,
2018-01-05,UA,UA_CODESHARE,UA,4172,EV,N28529,4172,12896,LBB,"Lubbock, TX",12266,IAH,"Houston, TX",1156,1149,-7,6,1155,1312,10,1336,1322,-14,0,,0,N,100,93,77,1,458,,,,,,,,,
2018-01-05,UA,UA_CODESHARE,UA,4173,EV,N16981,4173,12266,IAH,"Houston, TX",10781,BTR,"Baton Rouge, LA",1420,1415,-5,16,1431,1513,4,1529,1517,-12,0,,0,N,69,62,42,1,253,,,,,,,,,
2018-01-05,UA,UA_CODESHARE,UA,4174,EV,N13989,4174,12266,IAH,"Houston, TX",12992,LIT,"Little Rock, AR",1430,1425,-5,22,1447,1543,8,1603,1551,-12,0,,0,N,93,86,56,1,374,,,,,,,,,
2018-01-05,UA,UA_CODESHARE,UA,4180,EV,N14905,4180,10185,AEX,"Alexandria, LA",12266,IAH,"Houston, TX",540,542,2,14,556,631,7,655,638,-17,0,,0,N,75,56,35,1,190,,,,,,,,,
2018-01-05,UA,UA_CODESHARE,UA,4181,EV,N16571,4181,15016,STL,"St. Louis, MO",12266,IAH,"Houston, TX",1105,1101,-4,14,1115,1253,9,1326,1302,-24,0,,0,N,141,121,98,1,667,,,,,,,,,
2018-01-05,UA,UA_CODESHARE,UA,4182,EV,N14904,4182,12266,IAH,"Houston, TX",14193,PNS,"Pensacola, FL",710,711,1,10,721,833,4,849,837,-12,0,,0,N,99,86,72,1,489,,,,,,,,,
2018-01-05,UA,UA_CODESHARE,UA,4186,EV,N14173,4186,13422,MOB,"Mobile, AL",12266,IAH,"Houston, TX",1200,1152,-8,12,1204,1317,6,1340,1323,-17,0,,0,N,100,91,73,1,427,,,,,,,,,
2018-01-05,UA,UA_CODESHARE,UA,4187,EV,N12135,4187,13930,ORD,"Chicago, IL",14524,RIC,"Richmond, VA",2055,2151,56,18,2209,30,8,2359,38,39,0,,0,N,124,107,81,1,642,35,0,0,0,4,,,,
2018-01-05,UA,UA_CODESHARE,UA,4189,EV,N14977,4189,12266,IAH,"Houston, TX",12448,JAN,"Jackson/Vicksburg, MS",735,726,-9,13,739,833,3,859,836,-23,0,,0,N,84,70,54,1,351,,,,,,,,,
2018-01-05,UA,UA_CODESHARE,UA,4190,EV,N11536,4190,12266,IAH,"Houston, TX",11481,ECP,"Panama City, FL",2010,2004,-6,14,2018,2135,3,2154,2138,-16,0,,0,N,104,94,77,1,572,,,,,,,,,
2018-01-05,UA,UA_CODESHARE,UA,4193,EV,N12530,4193,12266,IAH,"Houston, TX",13377,MLU,"Monroe, LA",1425,1421,-4,21,1442,1524,5,1535,1529,-6,0,,0,N,70,68,42,1,262,,,,,,,,,
2018-01-05,UA,UA_CODESHARE,UA,4195,EV,N19554,4195,11042,CLE,"Cleveland, OH",11278,DCA,"Washington, DC",1535,1524,-11,13,1537,1627,4,1659,1631,-28,0,,0,N,84,67,50,1,310,,,,,,,,,
2018-01-05,UA,UA_CODESHARE,UA,4196,EV,N11107,4196,10868,CAE,"Columbia, SC",12266,IAH,"Houston, TX",630,640,10,25,705,827,5,824,832,8,0,,0,N,174,172,142,1,878,,,,,,,,,
2018-01-05,UA,UA_CODESHARE,UA,4197,EV,N11536,4197,12266,IAH,"Houston, TX",13061,LRD,"Laredo, TX",1005,1000,-5,16,1016,1107,4,1133,1111,-22,0,,0,N,88,71,51,1,301,,,,,,,,,
2018-01-05,UA,UA_CODESHARE,UA,4197,EV,N14993,4197,14814,SHV,"Shreveport, LA",12266,IAH,"Houston, TX",545,539,-6,18,557,633,9,651,642,-9,0,,0,N,66,63,36,1,192,,,,,,,,,
2018-01-05,UA,UA_CODESHARE,UA,4200,EV,N16911,4200,13342,MKE,"Milwaukee, WI",12266,IAH,"Houston, TX",548,538,-10,56,634,857,5,900,902,2,0,,0,N,192,204,143,1,984,,,,,,,,,
2018-01-05,UA,UA_CODESHARE,UA,4201,EV,N14188,4201,11618,EWR,"Newark, NJ",14524,RIC,"Richmond, VA",755,806,11,18,824,917,11,938,928,-10,0,,0,N,103,82,53,1,277,,,,,,,,,
2018-01-05,UA,UA_CODESHARE,UA,4202,EV,N48901,4202,13930,ORD,"Chicago, IL",13342,MKE,"Milwaukee, WI",857,849,-8,16,905,924,5,949,929,-20,0,,0,N,52,40,19,1,67,,,,,,,,,
2018-01-05,UA,UA_CODESHARE,UA,4203,EV,N17984,4203,11721,FNT,"Flint, MI",13930,ORD,"Chicago, IL",601,558,-3,26,624,607,22,618,629,11,0,,0,N,77,91,43,1,223,,,,,,,,,
2018-01-05,UA,UA_CODESHARE,UA,4205,EV,N16981,4205,13158,MAF,"Midland/Odessa, TX",12266,IAH,"Houston, TX",1205,1201,-4,9,1210,1322,4,1337,1326,-11,0,,0,N,92,85,72,1,429,,,,,,,,,
2018-01-05,UA,UA_CODESHARE,UA,4206,EV,N14904,4206,12266,IAH,"Houston, TX",10868,CAE,"Columbia, SC",1945,1937,-8,12,1949,2241,7,2304,2248,-16,0,,0,N,139,131,112,1,878,,,,,,,,,
2018-01-05,UA,UA_CODESHARE,UA,4207,EV,N13992,4207,12266,IAH,"Houston, TX",15412,TYS,"Knoxville, TN",1425,1414,-11,21,1435,1724,4,1735,1728,-7,0,,0,N,130,134,109,1,771,,,,,,,,,
2018-01-05,UA,UA_CODESHARE,UA,4208,EV,N14905,4208,12266,IAH,"Houston, TX",13244,MEM,"Memphis, TN",755,748,-7,32,820,930,8,940,938,-2,0,,0,N,105,110,70,1,468,,,,,,,,,
2018-01-05,UA,UA_CODESHARE,UA,4210,EV,N12201,4210,12266,IAH,"Houston, TX",13422,MOB,"Mobile, AL",1625,1620,-5,15,1635,1734,5,1755,1739,-16,0,,0,N,90,79,59,1,427,,,,,,,,,
2018-01-05,UA,UA_CODESHARE,UA,4210,EV,N12540,4210,13871,OMA,"Omaha, NE",12266,IAH,"Houston, TX",1250,1239,-11,15,1254,1446,10,1515,1456,-19,0,,0,N,145,137,112,1,781,,,,,,,,,
2018-01-07,WN,WN,WN,3273,WN,N704SW,3273,12391,ISP,"Islip, NY",14027,PBI,"West Palm Beach/Palm Beach, FL",2030,2102,32,10,2112,2355,4,2330,2359,29,0,,0,N,180,177,163,1,1052,0,0,0,0,29,,,,
2018-01-07,WN,WN,WN,4857,WN,N917WN,4857,12391,ISP,"Islip, NY",14027,PBI,"West Palm Beach/Palm Beach, FL",1530,1542,12,8,1550,1823,4,1825,1827,2,0,,0,N,175,165,153,1,1052,,,,,,,,,
2018-01-07,WN,WN,WN,3991,WN,N208WN,3991,12391,ISP,"Islip, NY",15304,TPA,"Tampa, FL",605,712,67,14,726,952,3,910,955,45,0,,0,N,185,163,146,1,1034,0,45,0,0,0,,,,
2018-01-07,WN,WN,WN,3234,WN,N236WN,3234,12451,JAX,"Jacksonville, FL",10397,ATL,"Atlanta, GA",640,642,2,20,702,752,3,755,755,0,0,,0,N,75,73,50,1,270,,,,,,,,,
2018-01-07,WN,WN,WN,3683,WN,N963WN,3683,12451,JAX,"Jacksonville, FL",10397,ATL,"Atlanta, GA",1410,1408,-2,29,1437,1523,9,1530,1532,2,0,,0,N,80,84,46,1,270,,,,,,,,,
2018-01-07,WN,WN,WN,4091,WN,N274WN,4091,12451,JAX,"Jacksonville, FL",10397,ATL,"Atlanta, GA",2010,2010,0,12,2022,2111,4,2120,2115,-5,0,,0,N,70,65,49,1,270,,,,,,,,,
2018-01-07,WN,WN,WN,3470,WN,N714CB,3470,12451,JAX,"Jacksonville, FL",10693,BNA,"Nashville, TN",1525,1523,-2,7,1530,1547,4,1600,1551,-9,0,,0,N,95,88,77,1,483,,,,,,,,,
2018-01-07,WN,WN,WN,3899,WN,N7828A,3899,12451,JAX,"Jacksonville, FL",10693,BNA,"Nashville, TN",805,759,-6,17,816,829,4,840,833,-7,0,,0,N,95,94,73,1,483,,,,,,,,,
2018-01-07,WN,WN,WN,3377,WN,N8520Q,3377,12451,JAX,"Jacksonville, FL",10821,BWI,"Baltimore, MD",810,812,2,18,830,957,5,1000,1002,2,0,,0,N,110,110,87,1,663,,,,,,,,,
2018-01-07,WN,WN,WN,3728,WN,N218WN,3728,12451,JAX,"Jacksonville, FL",10821,BWI,"Baltimore, MD",1950,2006,16,10,2016,2142,4,2140,2146,6,0,,0,N,110,100,86,1,663,,,,,,,,,
2018-01-07,WN,WN,WN,6243,WN,N913WN,6243,12451,JAX,"Jacksonville, FL",10821,BWI,"Baltimore, MD",1245,1243,-2,8,1251,1419,2,1435,1421,-14,0,,0,N,110,98,88,1,663,,,,,,,,,
2018-01-07,WN,WN,WN,4290,WN,N443WN,4290,12451,JAX,"Jacksonville, FL",11292,DEN,"Denver, CO",925,926,1,11,937,1108,4,1120,1112,-8,0,,0,N,235,226,211,1,1447,,,,,,,,,
2018-01-07,WN,WN,WN,3489,WN,N8713M,3489,12451,JAX,"Jacksonville, FL",12191,HOU,"Houston, TX",1140,1140,0,17,1157,1307,5,1310,1312,2,0,,0,N,150,152,130,1,816,,,,,,,,,
2018-01-07,WN,WN,WN,3216,WN,N764SW,3216,12451,JAX,"Jacksonville, FL",13232,MDW,"Chicago, IL",1220,1247,27,8,1255,1420,13,1345,1433,48,0,,0,N,145,166,145,1,849,12,0,21,0,15,,,,
2018-01-07,WN,WN,WN,4023,WN,N8704Q,4023,12889,LAS,"Las Vegas, NV",10140,ABQ,"Albuquerque, NM",1305,1332,27,13,1345,1548,2,1530,1550,20,0,,0,N,85,78,63,1,486,16,0,0,0,4,,,,
2018-01-07,WN,WN,WN,4159,WN,N7854B,4159,12889,LAS,"Las Vegas, NV",10140,ABQ,"Albuquerque, NM",1715,1711,-4,8,1719,1924,3,1940,1927,-13,0,,0,N,85,76,65,1,486,,,,,,,,,
2018-01-07,WN,WN,WN,4820,WN,N425LV,4820,12889,LAS,"Las Vegas, NV",10140,ABQ,"Albuquerque, NM",615,612,-3,12,624,833,4,840,837,-3,0,,0,N,85,85,69,1,486,,,,,,,,,
2018-01-07,WN,WN,WN,4830,WN,N750SA,4830,12889,LAS,"Las Vegas, NV",10279,AMA,"Amarillo, TX",1145,1141,-4,11,1152,1523,3,1535,1526,-9,0,,0,N,110,105,91,1,758,,,,,,,,,
2018-01-07,WN,WN,WN,3057,WN,N7723E,3057,12889,LAS,"Las Vegas, NV",10397,ATL,"Atlanta, GA",1805,1816,11,11,1827,42,7,50,49,-1,0,,0,N,225,213,195,1,1747,,,,,,,,,
2018-01-07,WN,WN,WN,3460,WN,N8677A,3460,12889,LAS,"Las Vegas, NV",10397,ATL,"Atlanta, GA",1620,1617,-3,9,1626,2248,6,2305,2254,-11,0,,0,N,225,217,202,1,1747,,,,,,,,,
2018-01-07,WN,WN,WN,4085,WN,N8619F,4085,12889,LAS,"Las Vegas, NV",10397,ATL,"Atlanta, GA",1425,1425,0,15,1440,2059,7,2110,2106,-4,0,,0,N,225,221,199,1,1747,,,,,,,,,
2018-01-07,WN,WN,WN,4660,WN,N8694E,4660,12889,LAS,"Las Vegas, NV",10397,ATL,"Atlanta, GA",835,848,13,12,900,1524,9,1520,1533,13,0,,0,N,225,225,204,1,1747,,,,,,,,,
2018-01-07,WN,WN,WN,3512,WN,N411WN,3512,12889,LAS,"Las Vegas, NV",10423,AUS,"Austin, TX",2025,2037,12,12,2049,52,4,100,56,-4,0,,0,N,155,139,123,1,1090,,,,,,,,,
2018-01-07,WN,WN,WN,3968,WN,N8553W,3968,12889,LAS,"Las Vegas, NV",10423,AUS,"Austin, TX",625,620,-5,11,631,1038,6,1100,1044,-16,0,,0,N,155,144,127,1,1090,,,,,,,,,
2018-01-07,WN,WN,WN,5617,WN,N7749B,5617,12889,LAS,"Las Vegas, NV",10423,AUS,"Austin, TX",1125,1153,28,17,1210,1611,5,1600,1616,16,0,,0,N,155,143,121,1,1090,0,0,0,0,16,,,,
2018-01-07,WN,WN,WN,6130,WN,N926WN,6130,12889,LAS,"Las Vegas, NV",10529,BDL,"Hartford, CT",1045,1053,8,12,1105,1835,19,1830,1854,24,0,,0,N,285,301,270,1,2297,8,0,16,0,0,,,,
2018-01-07,WN,WN,WN,3480,WN,N495WN,3480,12889,LAS,"Las Vegas, NV",10599,BHM,"Birmingham, AL",1135,1136,1,14,1150,1652,3,1655,1655,0,0,,0,N,200,199,182,1,1618,,,,,,,,,
2018-01-07,WN,WN,WN,3660,WN,N8625A,3660,12889,LAS,"Las Vegas, NV",10693,BNA,"Nashville, TN",1845,1847,2,13,1900,3,7,10,10,0,0,,0,N,205,203,183,1,1587,,,,,,,,,
2018-01-08,WN,WN,WN,1045,WN,N940WN,1045,11292,DEN,"Denver, CO",10821,BWI,"Baltimore, MD",1735,1731,-4,13,1744,2234,3,2250,2237,-13,0,,0,N,195,186,170,1,1491,,,,,,,,,
2018-01-08,WN,WN,WN,1677,WN,N945WN,1677,11292,DEN,"Denver, CO",10821,BWI,"Baltimore, MD",845,845,0,12,857,1351,4,1405,1355,-10,0,,0,N,200,190,174,1,1491,,,,,,,,,
2018-01-08,WN,WN,WN,5801,WN,N8539V,5801,11292,DEN,"Denver, CO",10821,BWI,"Baltimore, MD",1610,1607,-3,10,1617,2109,4,2125,2113,-12,0,,0,N,195,186,172,1,1491,,,,,,,,,
2018-01-08,WN,WN,WN,1988,WN,N717SA,1988,11292,DEN,"Denver, CO",11042,CLE,"Cleveland, OH",1435,1559,84,9,1608,2024,5,1915,2029,74,0,,0,N,160,150,136,1,1201,38,0,0,0,36,,,,
2018-01-08,WN,WN,WN,6012,WN,N714CB,6012,11292,DEN,"Denver, CO",11066,CMH,"Columbus, OH",1800,1806,6,16,1822,2237,7,2245,2244,-1,0,,0,N,165,158,135,1,1154,,,,,,,,,
2018-01-08,WN,WN,WN,681,WN,N919WN,681,11292,DEN,"Denver, CO",11259,DAL,"Dallas, TX",825,823,-2,11,834,1059,4,1120,1103,-17,0,,0,N,115,100,85,1,651,,,,,,,,,
2018-01-08,WN,WN,WN,1558,WN,N7822A,1558,11292,DEN,"Denver, CO",11259,DAL,"Dallas, TX",1115,1114,-1,11,1125,1349,4,1405,1353,-12,0,,0,N,110,99,84,1,651,,,,,,,,,
2018-01-08,WN,WN,WN,1595,WN,N420WN,1595,11292,DEN,"Denver, CO",11259,DAL,"Dallas, TX",1720,1721,1,15,1736,2004,4,2010,2008,-2,0,,0,N,110,107,88,1,651,,,,,,,,,
2018-01-08,WN,WN,WN,1672,WN,N742SW,1672,11292,DEN,"Denver, CO",11259,DAL,"Dallas, TX",530,527,-3,18,545,808,6,825,814,-11,0,,0,N,115,107,83,1,651,,,,,,,,,
2018-01-08,WN,WN,WN,1748,WN,N700GS,1748,11292,DEN,"Denver, CO",11259,DAL,"Dallas, TX",1950,1948,-2,9,1957,2222,5,2240,2227,-13,0,,0,N,110,99,85,1,651,,,,,,,,,
2018-01-08,WN,WN,WN,2065,WN,N428WN,2065,11292,DEN,"Denver, CO",11259,DAL,"Dallas, TX",1335,1336,1,9,1345,1608,4,1625,1612,-13,0,,0,N,110,96,83,1,651,,,,,,,,,
2018-01-08,WN,WN,WN,6370,WN,N906WN,6370,11292,DEN,"Denver, CO",11259,DAL,"Dallas, TX",1835,1837,2,11,1848,2113,4,2125,2117,-8,0,,0,N,110,100,85,1,651,,,,,,,,,
2018-01-08,WN,WN,WN,420,WN,N7751A,420,11292,DEN,"Denver, CO",11433,DTW,"Detroit, MI",1050,1117,27,15,1132,1549,11,1540,1600,20,0,,0,N,170,163,137,1,1123,9,0,0,0,11,,,,
2018-01-08,WN,WN,WN,433,WN,N8558Z,433,11292,DEN,"Denver, CO",11618,EWR,"Newark, NJ",1110,1250,100,14,1304,1806,6,1645,1812,87,0,,0,N,215,202,182,1,1605,0,0,87,0,0,,,,
2018-01-08,WN,WN,WN,1414,WN,N489WN,1414,11292,DEN,"Denver, CO",11618,EWR,"Newark, NJ",1740,1739,-1,11,1750,2252,5,2320,2257,-23,0,,0,N,220,198,182,1,1605,,,,,,,,,
2018-01-08,WN,WN,WN,504,WN,N8677A,504,11292,DEN,"Denver, CO",11697,FLL,"Fort Lauderdale, FL",1830,1846,16,10,1856,15,3,15,18,3,0,,0,N,225,212,199,1,1703,,,,,,,,,
2018-01-08,WN,WN,WN,860,WN,N7855A,860,11292,DEN,"Denver, CO",11697,FLL,"Fort Lauderdale, FL",1040,1043,3,12,1055,1615,3,1630,1618,-12,0,,0,N,230,215,200,1,1703,,,,,,,,,
2018-01-08,WN,WN,WN,361,WN,N470WN,361,11292,DEN,"Denver, CO",11884,GEG,"Spokane, WA",2240,2236,-4,12,2248,2347,3,10,2350,-20,0,,0,N,150,134,119,1,836,,,,,,,,,
2018-01-08,WN,WN,WN,826,WN,N7830A,826,11292,DEN,"Denver, CO",11884,GEG,"Spokane, WA",815,811,-4,12,823,927,7,945,934,-11,0,,0,N,150,143,124,1,836,,,,,,,,,
2018-01-08,WN,WN,WN,1274,WN,N222WN,1274,11292,DEN,"Denver, CO",11986,GRR,"Grand Rapids, MI",1800,1802,2,14,1816,2215,5,2230,2220,-10,0,,0,N,150,138,119,1,1015,,,,,,,,,
2018-01-08,WN,WN,WN,545,WN,N8518R,545,11292,DEN,"Denver, CO",12191,HOU,"Houston, TX",2005,2114,69,8,2122,7,3,2325,10,45,0,,0,N,140,116,105,1,883,1,0,0,0,44,,,,
2018-01-08,WN,WN,WN,611,WN,N254WN,611,11292,DEN,"Denver, CO",12191,HOU,"Houston, TX",2145,2205,20,10,2215,101,2,100,103,3,0,,0,N,135,118,106,1,883,,,,,,,,,
2018-01-08,WN,WN,WN,823,WN,N8527Q,823,11292,DEN,"Denver, CO",12191,HOU,"Houston, TX",940,944,4,16,1000,1253,3,1305,1256,-9,0,,0,N,145,132,113,1,883,,,,,,,,,
2018-01-08,WN,WN,WN,1788,WN,N7856A,1788,11292,DEN,"Denver, CO",12191,HOU,"Houston, TX",635,636,1,16,652,942,4,1000,946,-14,0,,0,N,145,130,110,1,883,,,,,,,,,
2018-01-08,WN,WN,WN,2058,WN,N8706W,2058,11292,DEN,"Denver, CO",12191,HOU,"Houston, TX",1845,1856,11,14,1910,2158,4,2205,2202,-3,0,,0,N,140,126,108,1,883,,,,,,,,,
2018-01-08,WN,WN,WN,5994,WN,N7824A,5994,11292,DEN,"Denver, CO",12191,HOU,"Houston, TX",1520,1746,146,11,1757,2045,2,1840,2047,127,0,,0,N,140,121,108,1,883,127,0,0,0,0,,,,
2018-01-08,WN,WN,WN,604,WN,N967WN,604,11292,DEN,"Denver, CO",12264,IAD,"Washington, DC",1315,1311,-4,11,1322,1806,4,1825,1810,-15,0,,0,N,190,179,164,1,1452,,,,,,,,,
2018-01-08,WN,WN,WN,1269,WN,N8603F,1269,11292,DEN,"Denver, CO",12264,IAD,"Washington, DC",1730,1729,-1,9,1738,2219,8,2240,2227,-13,0,,0,N,190,178,161,1,1452,,,,,,,,,
2018-01-10,DL,DL,DL,1723,DL,N370NB,1723,13487,MSP,"Minneapolis, MN",13495,MSY,"New Orleans, LA",955,949,-6,14,1003,1218,6,1247,1224,-23,0,,0,N,172,155,135,1,1039,,,,,,,,,
2018-01-10,DL,DL,DL,1724,DL,N831DN,1724,14057,PDX,"Portland, OR",13487,MSP,"Minneapolis, MN",1146,1140,-6,8,1148,1644,3,1700,1647,-13,0,,0,N,194,187,176,1,1426,,,,,,,,,
2018-01-10,DL,DL,DL,1725,DL,N977DL,1725,10397,ATL,"Atlanta, GA",14986,SRQ,"Sarasota/Bradenton, FL",1025,1020,-5,23,1043,1142,4,1157,1146,-11,0,,0,N,92,86,59,1,444,,,,,,,,,
2018-01-10,DL,DL,DL,1725,DL,N977DL,1725,14986,SRQ,"Sarasota/Bradenton, FL",10397,ATL,"Atlanta, GA",1237,1231,-6,11,1242,1354,9,1420,1403,-17,0,,0,N,103,92,72,1,444,,,,,,,,,
2018-01-10,DL,DL,DL,1726,DL,N705TW,1726,11278,DCA,"Washington, DC",12892,LAX,"Los Angeles, CA",1730,1729,-1,30,1759,2009,9,2035,2018,-17,0,,0,N,365,349,310,1,2311,,,,,,,,,
2018-01-10,DL,DL,DL,1727,DL,N819DX,1727,13487,MSP,"Minneapolis, MN",14635,RSW,"Fort Myers, FL",1306,1307,1,13,1320,1708,4,1734,1712,-22,0,,0,N,208,185,168,1,1416,,,,,,,,,
2018-01-10,DL,DL,DL,1728,DL,N377DA,1728,13487,MSP,"Minneapolis, MN",14679,SAN,"San Diego, CA",1116,1112,-4,22,1134,1259,5,1321,1304,-17,0,,0,N,245,232,205,1,1532,,,,,,,,,
2018-01-10,DL,DL,DL,1728,DL,N377DA,1728,14679,SAN,"San Diego, CA",13487,MSP,"Minneapolis, MN",1405,1400,-5,12,1412,1921,5,1945,1926,-19,0,,0,N,220,206,189,1,1532,,,,,,,,,
2018-01-10,DL,DL,DL,1729,DL,N339NW,1729,11193,CVG,"Cincinnati, OH",12889,LAS,"Las Vegas, NV",852,911,19,9,920,1014,6,1017,1020,3,0,,0,N,265,249,234,1,1678,,,,,,,,,
2018-01-10,DL,DL,DL,1730,DL,N988DL,1730,10397,ATL,"Atlanta, GA",10994,CHS,"Charleston, SC",2110,2110,0,12,2122,2207,7,2222,2214,-8,0,,0,N,72,64,45,1,259,,,,,,,,,
2018-01-10,DL,DL,DL,1731,DL,N607AT,1731,10397,ATL,"Atlanta, GA",15370,TUL,"Tulsa, OK",1045,1036,-9,7,1043,1124,3,1155,1127,-28,0,,0,N,130,111,101,1,674,,,,,,,,,
2018-01-10,DL,DL,DL,1731,DL,N607AT,1731,15370,TUL,"Tulsa, OK",10397,ATL,"Atlanta, GA",1235,1234,-1,19,1253,1521,9,1535,1530,-5,0,,0,N,120,116,88,1,674,,,,,,,,,
2018-01-10,DL,DL,DL,1732,DL,N385DN,1732,13487,MSP,"Minneapolis, MN",14831,SJC,"San Jose, CA",1947,1938,-9,15,1953,2134,4,2208,2138,-30,0,,0,N,261,240,221,1,1575,,,,,,,,,
2018-01-10,DL,DL,DL,1734,DL,N834DN,1734,10397,ATL,"Atlanta, GA",14771,SFO,"San Francisco, CA",810,809,-1,13,822,1008,4,1038,1012,-26,0,,0,N,328,303,286,1,2139,,,,,,,,,
2018-01-10,DL,DL,DL,1734,DL,N834DN,1734,14771,SFO,"San Francisco, CA",10397,ATL,"Atlanta, GA",1133,1131,-2,22,1153,1855,7,1915,1902,-13,0,,0,N,282,271,242,1,2139,,,,,,,,,
2018-01-10,DL,DL,DL,1735,DL,N548US,1735,12892,LAX,"Los Angeles, CA",12982,LIH,"Lihue, HI",1645,1644,-1,14,1658,2031,5,2109,2036,-33,0,,0,N,384,352,333,1,2615,,,,,,,,,
2018-01-10,DL,DL,DL,1736,DL,N977DL,1736,10397,ATL,"Atlanta, GA",11066,CMH,"Columbus, OH",2221,2219,-2,16,2235,2340,3,2355,2343,-12,0,,0,N,94,84,65,1,447,,,,,,,,,
2018-01-10,DL,DL,DL,1737,DL,N994AT,1737,11057,CLT,"Charlotte, NC",13487,MSP,"Minneapolis, MN",1245,1234,-11,13,1247,1405,6,1450,1411,-39,0,,0,N,185,157,138,1,930,,,,,,,,,
2018-01-10,DL,DL,DL,1738,DL,N325DN,1738,10397,ATL,"Atlanta, GA",14869,SLC,"Salt Lake City, UT",2115,2113,-2,9,2122,2253,4,2335,2257,-38,0,,0,N,260,224,211,1,1590,,,,,,,,,
2018-01-10,DL,DL,DL,1739,DL,N958DL,1739,10397,ATL,"Atlanta, GA",14524,RIC,"Richmond, VA",1245,1238,-7,15,1253,1358,5,1417,1403,-14,0,,0,N,92,85,65,1,481,,,,,,,,,
2018-01-10,DL,DL,DL,1739,DL,N958DL,1739,14524,RIC,"Richmond, VA",10397,ATL,"Atlanta, GA",1457,1448,-9,22,1510,1626,7,1653,1633,-20,0,,0,N,116,105,76,1,481,,,,,,,,,
2018-01-10,DL,DL,DL,1740,DL,N827DN,1740,13487,MSP,"Minneapolis, MN",15304,TPA,"Tampa, FL",900,858,-2,13,911,1247,2,1317,1249,-28,0,,0,N,197,171,156,1,1306,,,,,,,,,
2018-01-10,DL,DL,DL,1740,DL,N827DN,1740,15304,TPA,"Tampa, FL",13487,MSP,"Minneapolis, MN",1425,1423,-2,11,1434,1625,5,1656,1630,-26,0,,0,N,211,187,171,1,1306,,,,,,,,,
2018-01-10,DL,DL,DL,1741,DL,N3762Y,1741,14057,PDX,"Portland, OR",14869,SLC,"Salt Lake City, UT",1308,1259,-9,11,1310,1529,4,1553,1533,-20,0,,0,N,105,94,79,1,630,,,,,,,,,
2018-01-10,DL,DL,DL,1741,DL,N3762Y,1741,14869,SLC,"Salt Lake City, UT",14057,PDX,"Portland, OR",1113,1106,-7,12,1118,1157,2,1226,1159,-27,0,,0,N,133,113,99,1,630,,,,,,,,,
2018-01-10,DL,DL,DL,1742,DL,N814DN,1742,13487,MSP,"Minneapolis, MN",13930,ORD,"Chicago, IL",2035,2029,-6,23,2052,2144,25,2213,2209,-4,0,,0,N,98,100,52,1,334,,,,,,,,,
2018-01-10,DL,DL,DL,1744,DL,N998AT,1744,12339,IND,"Indianapolis, IN",13204,MCO,"Orlando, FL",600,553,-7,11,604,753,9,830,802,-28,0,,0,N,150,129,109,1,829,,,,,,,,,
2018-01-10,DL,DL,DL,1745,DL,N349NW,1745,14893,SMF,"Sacramento, CA",13487,MSP,"Minneapolis, MN",620,614,-6,11,625,1120,4,1155,1124,-31,0,,0,N,215,190,175,1,1517,,,,,,,,,
2018-01-10,DL,DL,DL,1746,DL,N942DL,1746,10397,ATL,"Atlanta, GA",13303,MIA,"Miami, FL",725,725,0,17,742,907,5,917,912,-5,0,,0,N,112,107,85,1,594,,,,,,,,,
2018-01-10,WN,WN,WN,5691,WN,N8696E,5691,13232,MDW,"Chicago, IL",10257,ALB,"Albany, NY",2155,2154,-1,15,2209,34,2,45,36,-9,0,,0,N,110,102,85,1,717,,,,,,,,,
2018-01-10,WN,WN,WN,213,WN,N426WN,213,13232,MDW,"Chicago, IL",10397,ATL,"Atlanta, GA",2055,2051,-4,19,2110,2336,4,2345,2340,-5,0,,0,N,110,109,86,1,591,,,,,,,,,
2018-01-10,WN,WN,WN,754,WN,N734SA,754,13232,MDW,"Chicago, IL",10397,ATL,"Atlanta, GA",1305,1306,1,10,1316,1536,8,1555,1544,-11,0,,0,N,110,98,80,1,591,,,,,,,,,
2018-01-10,WN,WN,WN,790,WN,N8305E,790,13232,MDW,"Chicago, IL",10397,ATL,"Atlanta, GA",1715,1742,27,9,1751,2025,7,2005,2032,27,0,,0,N,110,110,94,1,591,11,0,0,0,16,,,,
